Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
27-06-2019,606.80,618.56,604.81,616.31,11122346
28-06-2019,608.01,614.24,605.10,610.92,5919494
01-07-2019,607.43,612.58,606.22,610.50,3224968
02-07-2019,614.65,616.02,606.43,609.67,4837606
03-07-2019,607.43,617.31,606.35,615.48,5958379
04-07-2019,609.50,611.66,605.18,605.52,3274064
05-07-2019,596.38,611.66,592.64,610.50,4926289
08-07-2019,596.05,602.15,591.64,595.09,7177092
09-07-2019,594.30,597.92,588.95,596.38,5022638
10-07-2019,595.76,600.28,586.83,588.90,7573816
11-07-2019,599.29,600.95,589.40,597.58,6252688
12-07-2019,603.65,606.84,597.71,600.12,7874441
15-07-2019,647.34,649.25,626.45,633.76,31064152
16-07-2019,651.91,654.36,644.55,645.39,9924322
17-07-2019,659.63,660.34,645.18,651.12,6754348
18-07-2019,658.43,663.24,653.03,655.39,6534471
19-07-2019,652.36,659.92,648.92,655.10,6812754
22-07-2019,651.53,657.84,649.58,652.82,7107151
23-07-2019,656.22,667.81,652.49,653.69,10782564
24-07-2019,653.11,659.30,650.87,654.52,5745146
25-07-2019,659.92,664.66,654.23,654.73,9773568
26-07-2019,653.69,660.34,649.70,658.09,4941763
29-07-2019,657.39,661.96,653.03,655.77,6244316
30-07-2019,658.43,662.66,654.98,657.76,8673253
31-07-2019,659.22,664.32,649.21,656.89,7350584
01-08-2019,638.62,654.85,634.92,653.23,10066407
02-08-2019,644.22,647.79,633.13,635.46,10838336
05-08-2019,645.14,652.78,638.45,641.73,9976238
06-08-2019,643.27,650.95,639.40,646.88,9331718
07-08-2019,644.64,650.74,641.52,646.96,5130457
08-08-2019,655.15,658.47,648.92,650.12,8009009
09-08-2019,656.06,661.79,651.86,657.84,4362520
13-08-2019,635.21,652.86,631.39,651.32,7517099
14-08-2019,643.56,646.42,637.91,643.81,5940968
16-08-2019,643.35,647.92,633.34,647.88,5128088
19-08-2019,645.93,650.37,642.35,644.22,3881451
20-08-2019,658.47,662.83,651.08,652.20,8435344
21-08-2019,664.03,667.60,658.68,658.68,5926896
22-08-2019,660.92,665.57,658.14,664.41,5222488
23-08-2019,666.32,672.75,661.00,661.54,6895015
26-08-2019,666.61,670.14,653.61,661.08,5412074
27-08-2019,651.74,660.29,648.79,657.01,16061642
28-08-2019,666.57,668.64,653.11,654.02,5881134
29-08-2019,670.26,672.55,660.75,660.75,7830413
30-08-2019,676.87,678.90,666.15,672.80,8174186
03-09-2019,676.33,683.10,674.50,676.95,5647088
04-09-2019,682.18,683.14,673.00,673.42,6199015
05-09-2019,692.77,695.64,686.63,689.49,7926895
06-09-2019,697.84,703.53,693.60,700.45,6106841
09-09-2019,688.66,697.96,687.37,695.06,4377870
11-09-2019,681.18,688.20,676.24,683.01,7981036
12-09-2019,678.11,680.98,673.50,678.11,4400017
13-09-2019,688.83,690.28,679.03,679.52,4832021
16-09-2019,687.50,696.01,681.56,691.11,4846496
17-09-2019,690.45,693.56,681.56,690.65,5540901
18-09-2019,689.28,691.86,684.42,689.32,3199389
19-09-2019,681.68,686.92,677.11,685.13,6601607
20-09-2019,668.64,693.56,666.15,683.51,22462366
23-09-2019,634.88,670.22,616.23,670.22,17279260
24-09-2019,659.55,663.37,635.42,635.42,13717998
25-09-2019,658.38,665.32,649.25,654.27,9313576
26-09-2019,650.00,662.00,646.30,654.31,18442824
27-09-2019,649.70,659.71,647.96,653.73,5087642
30-09-2019,669.18,671.13,651.32,652.11,8178091
01-10-2019,659.13,670.76,657.47,670.30,5881438
03-10-2019,652.53,662.70,651.32,658.30,5497672
04-10-2019,659.05,662.50,653.73,656.18,8201713
07-10-2019,655.81,666.15,652.94,660.21,3679845
09-10-2019,650.91,661.08,646.88,660.71,6335025
10-10-2019,650.41,660.09,645.05,652.36,10402917
11-10-2019,676.78,684.26,645.05,649.12,20636344
14-10-2019,652.94,662.00,647.88,653.48,15150858
15-10-2019,638.16,644.51,635.42,642.15,13762133
16-10-2019,640.78,644.51,632.55,635.63,10767032
17-10-2019,639.16,640.03,635.50,637.08,9860495
18-10-2019,637.79,642.73,631.27,634.42,10037200
22-10-2019,534.54,574.04,530.22,574.04,90152532
23-10-2019,547.20,552.29,517.34,529.87,60516887
24-10-2019,534.37,549.38,531.55,546.69,25666433
25-10-2019,536.14,548.80,534.92,544.17,16549337
27-10-2019,545.73,548.80,542.95,547.62,2945281
29-10-2019,547.24,549.85,544.17,547.53,16709764
30-10-2019,555.61,564.69,551.91,555.44,22879467
31-10-2019,576.64,584.92,560.23,562.17,27405901
01-11-2019,578.57,583.70,574.11,580.34,9713519
04-11-2019,596.32,616.08,570.37,573.44,29381982
05-11-2019,585.47,596.11,581.60,596.11,12897805
06-11-2019,599.09,606.83,582.02,585.21,21372589
07-11-2019,605.65,609.23,598.92,603.05,13733737
08-11-2019,595.60,609.14,593.37,607.25,8585630
11-11-2019,592.45,594.80,587.06,587.82,6951494
13-11-2019,581.47,588.75,578.44,585.80,9973690
14-11-2019,593.20,596.99,585.68,585.68,10539902
15-11-2019,592.03,599.64,590.68,596.36,7362623
18-11-2019,593.12,597.16,588.16,592.95,7490916
